建築地點,發照日期,
安南區頂安段,424-27,101/07/20
安南區頂安段,424-28,101/07/20
安南區頂安段,424-29,101/07/20
安南區頂安段,424-30,101/07/20
安南區頂安段,424-31,101/07/20
安南區頂安段,424-32,101/07/20
安南區頂安段,424-33,101/07/20
安南區頂安段,424-34,101/07/20
安南區頂安段,424-2,101/07/20
安南區頂安段,424-3,101/07/20
安南區頂安段,424-4,101/07/20
安南區頂安段,424-5,101/07/20
安南區頂安段,424-9,101/07/20
安南區頂安段,424-10,101/07/20
安南區頂安段,424-11,101/07/20
安南區頂安段,424-12,101/07/20
安南區頂安段,424-13,101/07/20
安南區頂安段,424-14,101/07/20
安南區頂安段,424-15,101/07/20
安南區頂安段,424-16,101/07/20
安南區頂安段,424-17,101/07/20
安南區頂安段,424-18,101/07/20
安南區頂安段,424-19,101/07/20
安南區頂安段,424-20,101/07/20
安南區頂安段,424-21,101/07/20
安南區頂安段,424-22,101/07/20
安南區頂安段,424-23,101/07/20
安南區頂安段,424-24,101/07/20
安南區頂安段,424-25,101/07/20
安南區頂安段,424-26,101/07/20
善化區坐駕段,0397-0149,101/07/20
善化區坐駕段,0397-0148,101/07/20
善化區坐駕段,0397-0147,101/07/20
善化區坐駕段,0397-0146,101/07/20
善化區坐駕段,"0397-0135,0397-0136,0397-0137,0397-0138,0397-0139,0397-0140,0397-0141,0397-0142,0397-0143,0397-0144,0397-0145",101/07/20
善化區坐駕段,"0397-0133,0397-0134",101/07/20
善化區坐駕段,"0397-0012,0397-0130,0397-0131,0397-0132,0397-0151,0397-0152,0397-0153,0397-0154,0397-0155,0397-0156",101/07/20
善化區坐駕段,0397-0150,101/07/20
安平區新南段,21885,101/07/20
南區大林段,938939952,101/07/23
東區仁和段,1278,101/07/24
仁德區義林段,12,101/07/24
永康區中興段,548,101/07/24
安南區和成段,"917-11,917-12,917-13,917-14",101/07/24
北區北元段,0728-0000,101/07/24
北區北元段,230-12,101/07/24
北區北元段,230-5,101/07/24
北區北元段,230-4,101/07/24
永康區西灣段,0293-0000,101/07/24
永康區西灣段,0294-0000,101/07/24
永康區西灣段,0295-0000,101/07/24
永康區西灣段,0296-0000,101/07/24
永康區大灣段,13516,101/07/24
永康區大灣段,"4756-1,4756-12,4756-13,4756-25,4756-26,4756-27,4756-28,4756-29,4756-30,4756-31,4756-23",101/07/24
永康區大灣段,20515,101/07/24
永康區大灣段,20546,101/07/24
永康區大灣段,4756-24,101/07/25
麻豆區巷口段,951,101/07/25
麻豆區巷口段,951-1,101/07/25
北區華興段,1346,101/07/25
東區德高段,118119,101/07/26
佳里區佳里段,"843-30,843-31",101/07/26
山上區樹王段,311,101/07/26
北區北元段,176-1,101/07/26
安南區安慶段,402,101/07/26
安南區安慶段,402-2,101/07/26
安南區安慶段,402-3,101/07/26
安南區安慶段,402-4,101/07/26
安南區怡安段,791-1,101/07/27
北區小北段,998-161,101/07/27
北區大興段,978,101/07/27
安南區頂安段,128-4,101/07/27
安南區頂安段,128-14,101/07/27
安南區頂安段,128-15,101/07/27
安南區頂安段,128-16,101/07/27
安南區頂安段,128-17,101/07/27
安南區頂安段,128-18,101/07/27
安南區頂安段,121,101/07/27
安南區頂安段,121-3,101/07/27
安南區頂安段,121-4,101/07/27
安南區頂安段,121-5,101/07/30
新營區三德段,952,101/07/30
新營區三德段,952-1,101/07/30
南區鹽埕段,677-906,101/07/30
新市區信義段,60,101/07/31
安定區保安段,745750,101/07/31
南區華南段,782-38,101/07/31
南區華南段,782-37,101/07/31
南區華南段,782-36,101/07/31
南區華南段,782-35,101/07/31
南區華南段,782-34,101/07/31
南區華南段,782,101/07/31
南區華南段,782-39,101/07/31
南區華南段,782-40,101/07/31
南區華南段,782-41,101/07/31
南區華南段,782-42,101/07/31
南區華南段,782-43,101/07/31
南區華南段,782-44,101/07/31
南區華南段,782-27,101/07/31
南區華南段,782-28,101/07/31
南區華南段,782-29,101/07/31
南區華南段,782-30,101/07/31
南區華南段,782-31,101/07/31
南區華南段,782-32,101/07/31
南區華南段,782-33,101/08/01
麻豆區興農段,670-1,101/08/01
麻豆區新建段,544-1,101/08/01
麻豆區新建段,544-2,101/08/01
歸仁區清水段,17,101/08/01
中西區武聖段,658-3,101/08/01
中西區武聖段,658-2,101/08/01
中西區武聖段,658-1,101/08/01
中西區武聖段,658,101/08/01
中西區武聖段,679,101/08/01
中西區武聖段,658-8,101/08/01
中西區武聖段,658-7,101/08/01
中西區武聖段,658-6,101/08/01
中西區武聖段,658-5,101/08/01
中西區武聖段,658-4,101/08/03
永康區永強段,8.75E+11,101/08/03
麻豆區晉江段,530-1,101/08/03
麻豆區文正段,647,101/08/06
安南區新順段,1184,101/08/06
安南區新順段,1184-7,101/08/06
安南區新順段,1184-8,101/08/06
安南區新順段,1184-9,101/08/06
安南區新順段,1184-10,101/08/06
安南區新順段,1184-11,101/08/06
安南區新順段,1184-12,101/08/06
關廟區忠孝段,547,101/08/06
佳里區九龍段,619-0002,101/08/06
佳里區九龍段,619-0003,101/08/06
佳里區九龍段,619-0004,101/08/06
佳里區九龍段,619-0005,101/08/06
佳里區九龍段,619-0006,101/08/06
佳里區九龍段,619-0007,101/08/06
佳里區九龍段,619-0008,101/08/06
佳里區九龍段,619-0009,101/08/06
佳里區九龍段,619-0010,101/08/06
佳里區九龍段,619-0011,101/08/06
佳里區九龍段,619-0012,101/08/06
佳里區九龍段,"619-0013,619-0014,619-0015,619-0016,619-0000",101/08/07
北區東豐段,641-21,101/08/07
北區東豐段,641-20,101/08/07
北區東豐段,641-19,101/08/07
北區東豐段,641-18,101/08/07
北區東豐段,641-17,101/08/07
北區東豐段,641-16,101/08/07
北區東豐段,641-15,101/08/07
北區東豐段,641-14,101/08/07
北區東豐段,641-13,101/08/07
北區東豐段,641,101/08/07
安平區金華段,153-2,101/08/07
安平區金華段,153-32,101/08/08
佳里區東勢角段,"600-49,604",101/08/08
佳里區東勢角段,600-48,101/08/08
佳里區東勢角段,600-47,101/08/08
佳里區東勢角段,600-46,101/08/08
佳里區東勢角段,600-45,101/08/08
佳里區東勢角段,600-44,101/08/08
佳里區東勢角段,600-43,101/08/08
佳里區東勢角段,600-42,101/08/08
佳里區東勢角段,600-28,101/08/08
佳里區東勢角段,600-29,101/08/08
佳里區東勢角段,600-30,101/08/08
佳里區東勢角段,600-31,101/08/08
佳里區東勢角段,600-32,101/08/08
佳里區東勢角段,600-33,101/08/08
佳里區東勢角段,600-34,101/08/08
佳里區東勢角段,600-35,101/08/08
佳里區東勢角段,600-36,101/08/08
佳里區東勢角段,600-37,101/08/08
佳里區東勢角段,600-38,101/08/08
佳里區東勢角段,600-39,101/08/08
佳里區東勢角段,600-40,101/08/08
佳里區東勢角段,600-27,101/08/08
佳里區東勢角段,600-26,101/08/08
佳里區東勢角段,600-25,101/08/08
佳里區東勢角段,600-24,101/08/08
佳里區東勢角段,600-23,101/08/08
佳里區東勢角段,600-22,101/08/08
佳里區東勢角段,600-21,101/08/08
佳里區東勢角段,600-20,101/08/08
佳里區東勢角段,600-19,101/08/08
佳里區東勢角段,600-18,101/08/08
佳里區東勢角段,600-17,101/08/08
佳里區東勢角段,600-16,101/08/08
佳里區東勢角段,600-15,101/08/08
佳里區東勢角段,600,101/08/08
佳里區東勢角段,600-3,101/08/08
佳里區東勢角段,600-4,101/08/08
佳里區東勢角段,600-5,101/08/08
佳里區東勢角段,600-6,101/08/08
佳里區東勢角段,600-7,101/08/08
佳里區東勢角段,600-8,101/08/08
佳里區東勢角段,600-9,101/08/08
佳里區東勢角段,600-10,101/08/08
佳里區東勢角段,600-11,101/08/08
佳里區東勢角段,600-12,101/08/08
佳里區東勢角段,600-13,101/08/08
佳里區東勢角段,600-14,101/08/08
永康區蔦松段,123-4,101/08/08
南區中和段,1492-0000,101/08/08
安南區頂安段,0114-0019,101/08/08
安南區頂安段,0114-0018,101/08/08
安南區頂安段,0114-0017,101/08/08
安南區頂安段,0114-0016,101/08/08
安南區頂安段,0114-0015,101/08/08
安南區頂安段,0114-0014,101/08/08
安南區頂安段,0114-0013,101/08/08
安南區頂安段,0114-0012,101/08/08
安南區頂安段,0114-0011,101/08/08
安南區頂安段,0114-0010,101/08/08
安南區頂安段,0114-0009,101/08/08
安南區頂安段,0114-0008,101/08/08
安南區頂安段,0114-0007,101/08/08
安南區頂安段,0114-0006,101/08/08
安南區頂安段,0114-0005,101/08/08
安南區頂安段,0114-0004,101/08/08
安南區頂安段,0114-0003,101/08/08
安南區頂安段,114,101/08/08
安南區頂安段,0178-0013,101/08/08
安南區頂安段,0178-0012,101/08/08
安南區頂安段,0178-0011,101/08/08
安南區頂安段,0178-0010,101/08/08
安南區頂安段,0178-0009,101/08/08
安南區頂安段,0178-0008,101/08/08
安南區頂安段,0178-0007,101/08/08
安南區頂安段,0178-0006,101/08/08
安南區頂安段,0178-0005,101/08/08
安南區頂安段,0178-0004,101/08/08
安南區頂安段,0178-0015,101/08/08
安南區頂安段,0178-0002,101/08/09
安南區砂崙段,0935-0014,101/08/09
南區正義段,518-0000,101/08/09
東區大同段,839,101/08/09
新營區大公段,33,101/08/09
新營區大公段,12114,101/08/09
新營區大公段,12145,101/08/09
新營區大公段,12175,101/08/09
新營區大公段,12267,101/08/09
新營區大公段,12298,101/08/09
新營區大公段,12328,101/08/09
新營區大公段,12359,101/08/09
新營區大公段,12236,101/08/09
新營區大公段,12206,101/08/09
麻豆區中興段,737-2,101/08/09
麻豆區中興段,737-4,101/08/09
新市區信義段,701703,101/08/09
新營區南新段,"94,95,96,97",101/08/09
官田區社子段,47-86,101/08/10
歸仁區清水段,242,101/08/10
歸仁區清水段,242-1,101/08/10
歸仁區清水段,242-2,101/08/10
歸仁區清水段,242-3,101/08/10
歸仁區清水段,242-4,101/08/10
歸仁區清水段,242-5,101/08/10
歸仁區清水段,242-6,101/08/10
歸仁區清水段,242-7,101/08/10
歸仁區清水段,242-8,101/08/10
歸仁區清水段,242-9,101/08/10
歸仁區清水段,242-10,101/08/10
歸仁區清水段,242-11,101/08/10
歸仁區清水段,242-12,101/08/10
歸仁區清水段,242-13,101/08/10
歸仁區清水段,243,101/08/10
歸仁區清水段,243-1,101/08/10
歸仁區清水段,243-2,101/08/10
南區喜東段,628,101/08/10
南區鹽埕段,"94-24,94-25,94-26,94-27,94-28,94-29,94-30,94-31,94-32,94-33,94-34,94-35,94-36,94-37,94-38,94-39,94-40,94-41,94-42,94-43,94-44,94-45,94-46",101/08/10
北區北元段,988,101/08/10
北區北元段,"988,988-2",101/08/10
中西區成光段,1414,101/08/10
關廟區民生段,1342,101/08/10
安平區金城段,20424,101/08/13
永康區北灣段,236,101/08/13
永康區鹽新段,444-1,101/08/14
官田區番子田段,382-132,101/08/14
官田區隆田段,202,101/08/13
安南區怡北段,1197-0000,101/08/14
安南區新順段,885,101/08/14
安南區新順段,885-1,101/08/14
安南區新順段,885-2,101/08/14
安南區新順段,885-3,101/08/14
安南區新順段,885-4,101/08/14
安南區新順段,885-5,101/08/14
安南區新順段,885-6,101/08/14
安南區新順段,885-7,101/08/14
安南區新順段,885-8,101/08/14
安南區新順段,885-9,101/08/14
安南區新順段,885-10,101/08/14
安南區新順段,885-11,101/08/14
安南區新順段,885-12,101/08/14
安南區新順段,885-13,101/08/14
安南區新順段,885-14,101/08/14
安南區新順段,885-15,101/08/14
安南區新順段,885-16,101/08/14
永康區中興段,237,101/08/14
永康區大灣段,26146,101/08/14
永康區大灣段,26115,101/08/14
永康區大灣段,25993,101/08/14
南區鹽埕段,"2013-0003,2013-0004,2013-0005,2013-0006,2015-0000,2015-0004,2015-0005",101/08/15
歸仁區武東段,537,101/08/15
東區竹篙厝段,"610-2,610-4",101/08/17
佳里區東勢角段,347-20,101/08/17
佳里區東勢角段,347-26,101/08/17
新營區新電段,755-13,101/08/17
新營區新電段,755-12,101/08/17
新營區新電段,755-11,101/08/17
新營區新電段,755-10,101/08/17
新營區新電段,755-9,101/08/17
新營區新電段,755-8,101/08/17
新營區新電段,755-7,101/08/17
新營區新電段,755-6,101/08/17
新營區新電段,755-5,101/08/17
新營區新電段,755-4,101/08/17
新營區新電段,755-3,101/08/17
新營區新電段,755-2,101/08/17
新營區新電段,755-1,101/08/17
新營區新電段,755,101/08/17
六甲區民族段,255,101/08/17
永康區兵南段,584,101/08/17
善化區善進段,71,101/08/17
善化區善進段,25934,101/08/17
善化區善進段,25965,101/08/17
善化區善進段,25993,101/08/17
善化區善進段,26024,101/08/17
善化區善進段,26054,101/08/17
北區北元段,"65,65-1,65-2,65-3,65-4,65-5,65-6,65-7,65-8,65-9,65-10",101/08/17
歸仁區歸仁北段,1506-27,101/08/17
歸仁區歸仁北段,1506-26,101/08/17
歸仁區歸仁北段,1506-28,101/08/17
歸仁區歸仁北段,1506-29,101/08/17
歸仁區歸仁北段,"1506-30,1506-31",101/08/17
歸仁區歸仁北段,"1506-15,1506-25",101/08/17
歸仁區歸仁北段,"1506-15,1506-24",101/08/17
歸仁區歸仁北段,"1506-15,1506-23",101/08/17
歸仁區歸仁北段,"1506-15,1506-22",101/08/17
歸仁區歸仁北段,"1506-15,1506-21",101/08/17
歸仁區歸仁北段,"1506-15,1506-20",101/08/17
歸仁區歸仁北段,"1506-15,1506-19",101/08/17
歸仁區歸仁北段,"1506-15,1506-18",101/08/17
歸仁區歸仁北段,"1506-15,1506-17",101/08/17
歸仁區歸仁北段,"1506-15,1506-16",101/08/17
歸仁區歸仁北段,"1506-15,1506",101/08/17
歸仁區歸仁北段,"1506-15,1506-6",101/08/17
歸仁區歸仁北段,"1506-15,1506-7",101/08/17
歸仁區歸仁北段,"1506-15,1506-8",101/08/17
歸仁區歸仁北段,"1506-15,1506-9",101/08/17
歸仁區歸仁北段,"1506-15,1506-10",101/08/17
歸仁區歸仁北段,"1506-15,1506-11",101/08/17
歸仁區歸仁北段,"1506-15,1506-12",101/08/17
歸仁區歸仁北段,"1506-15,1506-13",101/08/17
歸仁區歸仁北段,"1506-15,1506-14",101/08/20
南區,146,101/08/20
南區,146-4,101/08/20
永康區蜈蜞潭段,2165-0003,101/08/20
永康區蜈蜞潭段,2165-0005,101/08/20
永康區蜈蜞潭段,2165-0006,101/08/20
永康區蜈蜞潭段,2165-0007,101/08/20
永康區蜈蜞潭段,2165-0008,101/08/20
永康區蜈蜞潭段,2165-0009,101/08/20
永康區蜈蜞潭段,2165-0010,101/08/20
永康區蜈蜞潭段,2165-0011,101/08/20
永康區蜈蜞潭段,2165-0012,101/08/20
永康區蜈蜞潭段,2165-0013,101/08/20
永康區蜈蜞潭段,2165-0023,101/08/20
永康區蜈蜞潭段,2165-0022,101/08/20
永康區蜈蜞潭段,2165-0021,101/08/20
永康區蜈蜞潭段,2165-0020,101/08/20
永康區蜈蜞潭段,2165-0019,101/08/20
永康區蜈蜞潭段,2165-0018,101/08/20
永康區蜈蜞潭段,2165-0017,101/08/20
永康區蜈蜞潭段,2165-0016,101/08/20
永康區蜈蜞潭段,2165-0015,101/08/20
永康區蜈蜞潭段,2165-0014,101/08/20
永康區南新段,1100,101/08/22
東山區東正段,940,101/08/21
安平區金城段,76-37,101/08/21
安平區金城段,76-22,101/08/22
歸仁區歸仁北段,1682-20,101/08/22
歸仁區歸仁北段,1682-21,101/08/22
歸仁區歸仁北段,1682-22,101/08/22
歸仁區歸仁北段,1682-23,101/08/22
歸仁區歸仁北段,1682-24,101/08/22
歸仁區歸仁北段,1682-19,101/08/22
歸仁區歸仁北段,1682-18,101/08/22
歸仁區歸仁北段,1682-17,101/08/22
歸仁區歸仁北段,1682-16,101/08/22
歸仁區歸仁北段,1682-15,101/08/22
歸仁區歸仁北段,1682-14,101/08/22
歸仁區歸仁北段,1682-13,101/08/22
歸仁區歸仁北段,1682-12,101/08/22
歸仁區歸仁北段,1682-11,101/08/22
歸仁區歸仁北段,1682-10,101/08/22
歸仁區歸仁北段,1682-9,101/08/22
歸仁區歸仁北段,1682-8,101/08/22
歸仁區歸仁北段,1682-7,101/08/22
歸仁區歸仁北段,1682,101/08/22
歸仁區歸仁北段,1685-32,101/08/22
歸仁區歸仁北段,1685-31,101/08/22
歸仁區歸仁北段,1685-30,101/08/22
歸仁區歸仁北段,1685-29,101/08/22
歸仁區歸仁北段,1685-28,101/08/22
歸仁區歸仁北段,1685-27,101/08/22
歸仁區歸仁北段,1685-26,101/08/22
歸仁區歸仁北段,1685-25,101/08/22
歸仁區歸仁北段,1685-24,101/08/22
歸仁區歸仁北段,1685-23,101/08/22
歸仁區歸仁北段,1685-22,101/08/22
歸仁區歸仁北段,1685-21,101/08/22
歸仁區歸仁北段,1685-20,101/08/22
歸仁區歸仁北段,1685-35,101/08/22
歸仁區歸仁北段,1685-34,101/08/22
歸仁區歸仁北段,1685-8,101/08/22
歸仁區歸仁北段,1685-17,101/08/22
歸仁區歸仁北段,1685-16,101/08/22
歸仁區歸仁北段,1685-15,101/08/22
歸仁區歸仁北段,1685,101/08/22
歸仁區歸仁北段,1685-4,101/08/22
歸仁區歸仁北段,1685-5,101/08/22
歸仁區歸仁北段,1685-6,101/08/22
歸仁區歸仁北段,1685-7,101/08/22
歸仁區歸仁北段,1685-36,101/08/22
歸仁區歸仁北段,1685-37,101/08/22
歸仁區歸仁北段,1685-38,101/08/22
歸仁區歸仁北段,1685-11,101/08/22
歸仁區歸仁北段,1685-12,101/08/22
歸仁區歸仁北段,1685-13,101/08/22
安南區新順段,10131014,101/08/22
安南區新順段,1012,101/08/22
永康區永和段,1196,101/08/22
安南區頂安段,332,101/08/22
安南區頂安段,332-4,101/08/22
安南區頂安段,332-5,101/08/22
安南區頂安段,332-6,101/08/22
安南區頂安段,332-7,101/08/22
安南區頂安段,332-8,101/08/22
安南區頂安段,332-9,101/08/22
安南區頂安段,332-10,101/08/22
安南區頂安段,332-11,101/08/22
安南區頂安段,332-12,101/08/22
東區竹篙厝段,"1237-0000,1238-0001",101/08/22
北區北元段,"562-1,562-2",101/08/27
東區新東段,"0808-0000,0808-0002,0811-0000",101/08/27
新化區新音段,867,101/08/27
東區德高段,409,101/08/27
東區德高段,409,101/08/27
東區虎尾寮段,0569-0045,101/08/28
北區小北段,964-17,101/08/29
新化區新太段,501-2,101/08/29
安南區新順段,948-1,101/08/30
永康區大灣段,44930,101/08/29
南區南山段,302-72,101/08/29
南區南山段,302-71,101/08/29
南區南山段,302-70,101/08/29
南區南山段,302-69,101/08/29
南區南山段,302-68,101/08/29
南區南山段,302-67,101/08/29
南區南山段,302-66,101/08/29
南區南山段,302-65,101/08/29
南區南山段,302-64,101/08/29
南區南山段,302,101/08/29
安平區金城段,89-31,101/08/29
安平區金城段,32690,101/08/29
北區小北段,998-174,101/08/30
中西區建興段,"45,51",101/08/31
安平區金城段,"65,65-18,65-19,65-20,65-21,65-22,65-23,65-24,65-25",101/09/03
麻豆區穀興段,688-17,101/09/03
麻豆區穀興段,688-18,101/09/03
麻豆區穀興段,688-19,101/09/03
麻豆區穀興段,688-20,101/09/03
麻豆區穀興段,688-21,101/09/03
麻豆區穀興段,688-22,101/09/03
麻豆區穀興段,688-23,101/09/03
麻豆區穀興段,688-24,101/09/03
麻豆區穀興段,688-25,101/09/03
麻豆區穀興段,688-26,101/09/03
麻豆區穀興段,688-27,101/09/03
麻豆區穀興段,688-28,101/09/03
麻豆區穀興段,688-29,101/09/03
麻豆區穀興段,688-30,101/09/03
麻豆區穀興段,688-31,101/09/03
關廟區山西段,326,101/09/03
東區仁和段,531-18,101/09/03
東區仁和段,531-17,101/09/03
東區仁和段,531-16,101/09/03
東區仁和段,531-15,101/09/03
東區仁和段,531-14,101/09/03
東區仁和段,531-13,101/09/03
東區仁和段,531-12,101/09/03
東區仁和段,531-11,101/09/04
仁德區新工段,1198,101/09/05
安南區海前段,1201-8,101/09/05
安南區海前段,"1201-9,1201-10",101/09/05
安南區海前段,"1201-11,1201-12",101/09/05
安南區海前段,"1201-13,1201-14",101/09/05
安南區海前段,"1201-15,1201-16",101/09/05
安南區海前段,"1201-17,1201-18",101/09/05
安南區海前段,"1201-19,1201-20",101/09/05
安南區海前段,"1201,1201-1",101/09/05
安南區海前段,"1201-2,1201-3",101/09/05
安南區海前段,"1201-4,1201-5",101/09/05
安南區海前段,"1201-6,1201-7",101/09/05
安平區新南段,36130,101/09/06
永康區王田段,1498-5,101/09/06
安定區保加段,544,101/09/06
安定區保加段,544-1,101/09/06
安定區保加段,544-2,101/09/06
安定區保加段,544-3,101/09/06
安定區保加段,544-4,101/09/06
安定區保加段,544-5,101/09/06
安定區保加段,544-6,101/09/06
安定區保加段,544-7,101/09/06
北區小北段,964-38,101/09/07
佳里區仁愛段,114,101/09/07
東區竹篙厝段,2919,101/09/07
安南區安西段,"2028-1,2028-2,2028-27,2028-30,2028-31,2028-32,2028-33,2028-34,2028-24,2028-25,2028-26",101/09/07
安南區安西段,"2028-28,2028-4,2028-29,2028-35,2028-36,2028-37,2028-38,2028-39,2028-21,2028-22,2028-23",101/09/10
仁德區車路墘段,1068-0016,101/09/07
安南區怡中段,941-4,101/09/07
安南區怡中段,941-5,101/09/07
安南區怡中段,941-6,101/09/07
安南區怡中段,941-7,101/09/07
安南區怡中段,941-8,101/09/07
安南區怡中段,941-9,101/09/07
安南區怡中段,941-10,101/09/07
安南區怡中段,941-11,101/09/07
安南區怡中段,941-12,101/09/07
安南區怡中段,941-13,101/09/07
安南區怡中段,941-14,101/09/07
安南區怡中段,"941-15,941-25",101/09/07
安南區怡中段,941-17,101/09/07
安南區怡中段,941-18,101/09/07
安南區怡中段,941-19,101/09/07
安南區怡中段,941-20,101/09/07
安南區怡中段,941-21,101/09/07
安南區怡中段,941-22,101/09/07
安南區怡中段,941-23,101/09/07
安南區怡中段,"941-24,941-26",101/09/07
北區東豐段,259,101/09/10
北區北元段,"237-0000,237-0001,237-0002,237-0003,237-0004,237-0005,237-0006,237-0007,237-0008,237-0009,237-0010,237-0011,237-0012,237-0013,237-0014,237-0015,237-0016,237-0017,237-0018,237-0019,237-0020,237-0021,237-0022,237-0023,237-0024",101/09/11
安南區海前段,"1137-0004,1137-0005",101/09/11
安南區海前段,"1137-0006,1137-0007",101/09/11
安南區海前段,"1137,1137-0001",101/09/11
安南區海前段,"1137-0002,1137-0003",101/09/12
南區鹽埕段,26115,101/09/12
西港區港南段,603-4,101/09/12
西港區港南段,603-4,101/09/12
下營區營正段,1213,101/09/12
東區竹篙厝段,12267,101/09/13
安南區海前段,"1219-0001,1219-0002",101/09/13
安南區海前段,"1219-0003,1219-0004",101/09/13
安南區海前段,"1219-0005,1219-0006",101/09/13
安南區海前段,1219-0007,101/09/13
安南區海前段,"1219-0008,1219-0009",101/09/13
安南區海前段,"1219-0010,1219-0011",101/09/14
新營區新東段,303,101/09/14
麻豆區巷口段,770-2,101/09/14
麻豆區巷口段,770-1,101/09/14
麻豆區巷口段,757-3,101/09/14
麻豆區巷口段,757-2,101/09/14
麻豆區巷口段,757-1,101/09/14
麻豆區巷口段,757,101/09/14
安平區新南段,12月26日,101/09/14
六甲區民權段,827,101/09/17
安南區安中段,258-4,101/09/17
安南區安中段,258-3,101/09/17
安南區安中段,258-2,101/09/17
安南區安中段,258,101/09/17
新營區新東段,563,101/09/17
新營區新東段,563-1,101/09/17
新營區新東段,563-2,101/09/17
新營區新東段,563-3,101/09/18
六甲區成功段,976,
六甲區七甲段,147-176,101/09/18
六甲區成功段,976-1,
六甲區七甲段,147-177,101/09/18
六甲區成功段,976-2,101/09/18
六甲區七甲段,147-178,101/09/18
六甲區成功段,976-3,
六甲區七甲段,147-179,101/09/18
安南區怡北段,1230,101/09/18
安南區怡北段,1230,101/09/18
安南區怡北段,1230,101/09/18
新營區新營段,574-52,101/09/18
新營區新營段,574-51,101/09/18
新營區新營段,574-50,101/09/18
新營區新營段,574-49,101/09/18
新營區新營段,574-48,101/09/18
新營區新營段,574-47,101/09/18
新營區新營段,574-46,101/09/18
新營區新營段,574-10,101/09/18
新營區新營段,574-61,101/09/18
新營區新營段,574-60,101/09/18
新營區新營段,574-59,101/09/18
新營區新營段,574-58,101/09/18
新營區新營段,574-57,101/09/18
新營區新營段,574-56,101/09/18
新營區新營段,574-55,101/09/18
新營區新營段,574-54,101/09/18
新營區新營段,574-53,101/09/18
南區鹽埕段,276-2,101/09/18
南區鹽埕段,276-40,101/09/18
南區鹽埕段,276-41,101/09/18
南區鹽埕段,276-42,101/09/18
南區鹽埕段,276-43,101/09/18
南區鹽埕段,276-44,101/09/18
南區鹽埕段,"276-45,276-17",101/09/18
南區鹽埕段,276-46,101/09/19
南區鹽埕段,276-47,101/09/19
佳里區安西段,1189-0,101/09/19
東區光明段,171,101/09/19
安南區安西段,"1555-0,1556-0",101/09/19
永康區蜈蜞潭段,752-13,101/09/19
永康區蜈蜞潭段,752-14,101/09/19
永康區蜈蜞潭段,752-15,101/09/19
永康區蜈蜞潭段,752-16,101/09/20
永康區蜈蜞潭段,752-17,101/09/20
善化區小新營段,157-22,101/09/20
善化區小新營段,157-21,101/09/20
善化區小新營段,157-20,101/09/20
善化區小新營段,157-23,101/09/20
善化區小新營段,157,101/09/20
安南區州南段,"365-1,368,369-1",101/09/20
中西區頂美段,"2614-0001,2614-0000",101/09/20
安平區金華段,58-24,101/09/20
安平區金華段,58-52,101/09/20
安平區金華段,58-50,101/09/20
永康區禹帝段,294,101/09/20
永康區禹帝段,294-1,101/09/20
永康區禹帝段,294-2,101/09/20
永康區禹帝段,294-3,101/09/20
永康區禹帝段,294-4,101/09/20
永康區禹帝段,294-5,101/09/20
永康區禹帝段,294-6,101/09/20
永康區禹帝段,294-7,101/09/20
永康區禹帝段,294-8,101/09/20
永康區禹帝段,294-9,101/09/20
善化區小新營段,166-9,101/09/20
永康區保生段,366,101/09/20
永康區禹帝段,304,101/09/20
永康區禹帝段,304-1,101/09/20
永康區禹帝段,304-2,101/09/20
永康區禹帝段,304-3,101/09/20
永康區禹帝段,304-4,101/09/20
永康區禹帝段,304-5,101/09/20
永康區禹帝段,304-6,101/09/20
永康區禹帝段,304-7,101/09/20
永康區禹帝段,304-8,101/09/20
永康區禹帝段,304-9,101/09/20
永康區禹帝段,240,101/09/20
永康區禹帝段,240-3,101/09/20
永康區禹帝段,240-4,101/09/20
永康區禹帝段,240-5,101/09/20
永康區禹帝段,240-6,101/09/20
永康區禹帝段,240-2,101/09/20
永康區禹帝段,240-7,101/09/20
永康區禹帝段,240-8,101/09/20
永康區禹帝段,240-9,101/09/20
永康區禹帝段,230,101/09/21
永康區禹帝段,230-1,101/09/24
北區北安段,50-30,101/09/24
南區華南段,650,101/09/24
南區華南段,650-1,101/09/24
南區華南段,650-2,101/09/25
南區華南段,650-3,101/09/25
北區東豐段,"262,262-1",101/09/25
永康區仁愛段,1216,101/09/25
永康區仁愛段,1217,101/09/25
大內區大內段,1619-641,101/09/25
安南區外塭段,"572-8,615-1,616-1",101/09/25
仁德區牛稠段,738-13,101/09/25
仁德區牛稠段,738-12,101/09/25
仁德區牛稠段,738-11,101/09/25
仁德區牛稠段,738-10,101/09/25
仁德區牛稠段,738-9,101/09/25
仁德區牛稠段,738-8,101/09/25
仁德區牛稠段,738-7,101/09/25
仁德區牛稠段,738-6,101/09/25
仁德區牛稠段,738-5,101/09/25
仁德區牛稠段,738-4,101/09/25
仁德區牛稠段,738-3,101/09/25
仁德區牛稠段,738-2,101/09/25
仁德區牛稠段,738-1,101/09/25
仁德區牛稠段,738,101/09/25
仁德區牛稠段,753-3,101/09/25
仁德區牛稠段,753-2,101/09/25
仁德區牛稠段,753-1,101/09/25
仁德區牛稠段,753,101/09/26
新營區新東段,248,101/09/26
安南區新淵段,167-1,101/09/26
中西區臨安段,710,101/09/26
東區裕東段,199,101/09/26
新營區新營段,582-7,101/10/01
新營區新營段,582-9,101/10/01
