建築地點,發照日期,
永康區西勢段,1438-15,105/06/01
永康區西勢段,1438-16,105/06/01
永康區西勢段,1438-17,105/06/01
永康區西勢段,1438-18,105/06/01
永康區西勢段,1438-19,105/06/01
永康區西勢段,1438-20,105/06/01
永康區西勢段,1436-5,105/06/01
永康區西勢段,1436-4,105/06/01
永康區西勢段,1436-2,105/06/01
永康區西勢段,1438-22,105/06/01
永康區西勢段,1438-21,105/06/01
永康區二王段,852,105/06/01
永康區二王段,852-1,105/06/01
永康區鹽東段,1599,105/06/01
仁德區德崙段,"822-21,822-16",105/06/01
仁德區德崙段,"822-20,822-16",105/06/01
仁德區德崙段,"822-19,822-16",105/06/01
仁德區德崙段,"822-18,822-17,822-16",105/06/01
仁德區德崙段,"822-15,822-16",105/06/01
仁德區德崙段,"822-14,822-16",105/06/01
仁德區德崙段,"822-13,822-16",105/06/01
仁德區德崙段,"822-12,822-16",105/06/01
仁德區德崙段,"822-11,822-16",105/06/01
仁德區德崙段,"822-10,822-16",105/06/01
仁德區德崙段,"822-9,822-16",105/06/01
仁德區德崙段,"822-8,822",105/06/01
仁德區德崙段,"866-8,866-7",105/06/01
仁德區德崙段,"866-9,866-7",105/06/01
仁德區德崙段,"866-10,866-7",105/06/01
仁德區德崙段,"866-11,866-7",105/06/01
仁德區德崙段,"866-12,866-7",105/06/01
仁德區德崙段,"866,866-7",105/06/01
仁德區德崙段,"866-3,866-7",105/06/03
仁德區德崙段,"866-4,866-7",105/06/03
仁德區德崙段,"866-5,866-7",105/06/04
仁德區德崙段,"866-6,866-7",105/06/04
安南區海中段,1142-0001,105/06/04
中西區保安段,13851386,105/06/04
歸仁區歸仁北段,1142-0,105/06/04
南區南山段,561-1,105/06/04
安平區金華段,100-22,105/06/04
關廟區北花段,0619-0000,105/06/04
新營區新東段,267,105/06/04
新營區新東段,267-11,105/06/04
新營區新東段,267-12,105/06/04
新營區新東段,267-13,105/06/04
新營區新東段,267-14,105/06/04
新營區新東段,267-15,105/06/04
安平區金城段,63,105/06/04
善化區善文段,1190,105/06/04
善化區善文段,1190-1,105/06/04
善化區善文段,1190-2,105/06/04
善化區善文段,1190-3,105/06/04
善化區善文段,1190-4,105/06/04
善化區善文段,1190-5,105/06/06
下營區營平段,248,105/06/06
下營區營平段,248-1,105/06/06
下營區營平段,248-2,105/06/06
下營區營平段,248-3,105/06/06
下營區營平段,248-4,105/06/06
下營區營平段,248-5,105/06/06
下營區營平段,248-7,105/06/07
學甲區東興段,"924-49,924-44",105/06/07
學甲區東興段,"924-48,924-44",105/06/07
學甲區東興段,"924-47,924-44",105/06/08
學甲區東興段,"924-46,924-44",105/06/08
學甲區東興段,"924-45,924-44",105/06/07
學甲區東興段,"924-36,924-44",105/06/08
南區大恩段,"17,18",105/06/08
官田區二鎮段二鎮小段,"437-6,437-7,437-8",105/06/08
新營區王公段,846-1,105/06/08
新營區王公段,846,105/06/13
官田區南？段,606-1,105/06/13
新市區信義段,88,105/06/14
北區小北段,998-122,105/06/14
安南區溪墘段,1576-1,105/06/14
安南區溪墘段,1576,105/06/15
新市區新北段,1月24日,105/06/15
新市區新北段,2月24日,105/06/15
歸仁區大同段,742,105/06/15
安平區新南段,21824,105/06/15
麻豆區穀興段,"684-2,691",105/06/15
安南區溪墘段,"1451-00,1452-00",105/06/15
仁德區民安段,435,105/06/15
新營區三興段,"910-6,910-12",105/06/15
新營區三興段,"910-5,910-12",105/06/16
新營區三興段,"910-4,910-12",105/06/16
新營區三興段,"910-3,910-12",105/06/16
新營區三興段,"910-2,910-12",105/06/16
新營區三興段,"910,910-12",105/06/16
柳營區柳南段,"886-1,887,888",105/06/16
佳里區佳里段,991-36,105/06/17
中西區環河段,2220,105/06/17
永康區蜈蜞潭段,"2036-33,2036-34,2036-35",105/06/20
永康區大灣段,8766,105/06/20
永康區大灣段,24108,105/06/20
永康區大灣段,8788,105/06/21
永康區大灣段,32143,105/06/23
永康區大灣段,32174,105/06/23
新市區華美段,332333,105/06/23
永康區大灣段,15373,105/06/23
新營區民治段,362,105/06/23
中西區頂美段,1319,105/06/23
中西區頂美段,1319,105/06/23
安南區怡安段,674,105/06/23
佳里區六安段,642-1,105/06/23
安平區漁港段,1036,105/06/24
新化區新豐段,905-7,105/06/24
新化區新豐段,905-6,105/06/27
新化區新豐段,905-5,105/06/27
新化區新豐段,905-4,105/06/27
新化區新豐段,905,105/06/27
永康區保生段,0962-0001,105/06/27
永康區保生段,0962-0000,105/06/27
善化區成功段,"47,49",105/06/27
中西區武聖段,1913-0000,105/06/27
永康區六合段,"343-11,376,377",105/06/27
玉井區玉成段,452,105/06/27
玉井區玉成段,452-1,105/06/27
玉井區玉成段,452-2,105/06/27
玉井區玉成段,452-3,105/06/28
玉井區玉成段,452-4,105/06/28
玉井區玉成段,452-5,105/06/28
玉井區玉成段,452-6,105/06/28
玉井區玉成段,452-7,105/06/28
玉井區玉成段,452-8,105/06/28
玉井區玉成段,452-9,105/06/28
南區新興段,266,105/06/28
新營區民治段,591-47,105/06/28
新營區民治段,591-46,105/06/28
新營區民治段,591-45,105/06/28
新營區民治段,591-44,105/06/27
新營區民治段,591-43,105/06/28
新營區民治段,"591-42,591-41",105/06/28
新營區民治段,591,105/06/28
新營區民治段,591-59,105/06/28
新營區民治段,591-58,105/06/28
新營區民治段,591-57,105/06/28
新營區民治段,591-56,105/06/28
中西區武聖段,1678,105/06/28
安平區金華段,51,105/06/28
新營區民治段,591-30,105/06/28
新營區民治段,591-29,105/06/28
新營區民治段,591-28,105/06/28
新營區民治段,591-27,105/06/28
新營區民治段,591-49,105/06/28
新營區民治段,591-48,105/06/28
新營區民治段,591-53,105/06/28
新營區民治段,591-52,105/06/29
新營區民治段,591-51,105/06/30
新營區民治段,591-50,105/06/30
新營區民治段,591-54,105/06/30
新營區民治段,591-55,105/06/30
永康區大灣段,7490-0000,105/06/30
東區自由段,8,105/06/30
南區新興段,"277-14,277-15",105/06/30
東區光華段,327,105/06/30
安平區新南段,"65-19,65-20",105/06/30
東區竹篙厝段,24869,105/06/30
安平區金城段,80-25,105/07/01
安南區淵東段,"280,280-3,280-4,280-5,280-6,280-7,280-8,280-9,280-10,280-11,280-12,280-13,280-14,280-15,280-16",
安南區本淵段,"73-5,73-9,73-10",105/07/01
安平區金城段,61-29,105/07/01
安南區溪東段,0680-0000,105/07/01
安南區溪東段,0679-0000,105/07/01
永康區北灣段,7,105/07/01
東區竹篙厝段,2856,105/07/01
安南區新淵段,331-1,105/07/01
新市區新北段,56-26,105/07/01
新市區新北段,20455,105/07/01
新市區新北段,20486,105/07/01
新市區新北段,20515,105/07/01
新市區新北段,20546,105/07/01
新市區新北段,20576,105/07/01
新市區新北段,20607,105/07/01
新市區新北段,20637,105/07/01
新市區新北段,20668,105/07/01
新市區新北段,20699,105/07/01
新市區新北段,20729,105/07/01
新市區新北段,20760,105/07/01
新市區新北段,20790,105/07/01
新市區新北段,56-13,105/07/01
新市區新北段,56-14,105/07/01
新市區新北段,56-15,105/07/01
新市區新北段,56-16,105/07/01
新市區新北段,56-17,105/07/01
新市區新北段,56-18,105/07/01
新市區新北段,56-19,105/07/01
新市區新北段,56-20,105/07/01
新市區新北段,56-21,105/07/01
新市區新北段,56-22,105/07/01
新市區新北段,56-23,105/07/01
新市區新北段,56,105/07/01
楠西區楠中段,473,105/07/01
安南區神榕段,901-5,105/07/01
安南區神榕段,901-4,105/07/04
安南區神榕段,901-3,105/07/04
安南區神榕段,901-2,105/07/04
安南區神榕段,901,105/07/04
安平區金華段,0041-0029,105/07/05
安平區金城段,14397,105/07/05
南區新興段,229,105/07/05
南區大林段,632,105/07/05
安南區城東段,"514,514-3,514-4,514-5,514-6,514-7,514-8,514-9",105/07/05
仁德區二空段,205,105/07/05
安南區新順段,"1256-1,1257-1",105/07/05
安平區新南段,"40-7,40-8",105/07/05
永康區永二段,"105-10,105-9",105/07/05
永康區永二段,"105-11,105-9",105/07/05
永康區永二段,"105-12,105-9",105/07/05
永康區永二段,"105-13,105-9",105/07/05
永康區永二段,"105-14,105-9",105/07/05
永康區永二段,"105-15,105-9",105/07/05
永康區永二段,"105-16,105-9",105/07/05
永康區永二段,"105-17,105-9",105/07/05
永康區永二段,"105-8,105-9",105/07/07
永康區永二段,"105-7,105-9",105/07/07
永康區永二段,"105-6,105-9",105/07/07
永康區永二段,"105-5,105-9",105/07/07
永康區永二段,"105-4,105-9",105/07/07
永康區永二段,"105-3,105-9",105/07/07
永康區永二段,"105-2,105-9",105/07/07
永康區永二段,"105-1,105-9",105/07/07
安南區淵南段,"433,433-2,433-3,433-4,433-5,433-6,433-7,433-11",105/07/07
安南區淵南段,433-1,105/07/07
安南區淵南段,433-8,105/07/07
安南區淵南段,433-9,105/07/07
安南區淵南段,433-10,105/07/07
新化區新太段,212-8,105/07/07
新化區新太段,212-6,105/07/07
新化區新太段,212-5,105/07/11
新化區新太段,212-4,105/07/07
新化區新太段,212-3,105/07/07
新化區新太段,212-2,105/07/11
新化區新太段,212-1,105/07/11
新化區新太段,212,105/07/11
新化區新太段,212-7,105/07/11
南區,23,105/07/11
新市區新北段,173-1,105/07/11
北區北元段,759-2,105/07/11
安南區新淵段,31809,105/07/11
下營區仁里段,634-4,105/07/11
下營區仁里段,634-5,105/07/12
下營區仁里段,634-6,105/07/12
下營區仁里段,634-7,105/07/13
下營區仁里段,634-8,105/07/13
下營區仁里段,634-9,105/07/13
下營區仁里段,634-10,105/07/14
下營區仁里段,634-11,105/07/14
東區虎尾寮段,"0493-0108,0493-0224",105/07/14
安南區海佃段,11901191,105/07/14
安南區頂安段,627-1,105/07/15
永康區忠孝段,0744-0000,105/07/15
永康區忠孝段,0745-0000,105/07/15
安南區海東段,"1424,1424-1,1424-2,1424-3,1424-4,1424-5",105/07/15
安平區金城段,30926,105/07/15
北區光賢段,311,105/07/15
東區龍山段,642,105/07/15
安南區海東段,"36-17,36-18,54,56-1,56-4,58-2,61",105/07/15
佳里區佳里段,"1542-1,1542-6",105/07/15
西港區中州段,1787-3,105/07/15
下營區營平段,614-4,105/07/15
六甲區甲東段,360-5,105/07/15
六甲區甲東段,360-6,105/07/15
六甲區甲東段,360-7,105/07/15
六甲區甲東段,360-8,105/07/15
六甲區甲東段,360-9,105/07/15
六甲區甲東段,360-10,105/07/15
六甲區甲東段,"337-9,337-10",105/07/15
六甲區甲東段,337-8,105/07/15
六甲區甲東段,337-7,105/07/15
六甲區甲東段,337-6,105/07/15
六甲區甲東段,"337-10,360-1,360",105/07/18
六甲區甲東段,"337-10,360-2,360",105/07/18
六甲區甲東段,"337-10,360-3,360",105/07/18
六甲區甲東段,"337-10,360-4,360",105/07/18
六甲區甲東段,"337-2,337,337-10",105/07/18
六甲區甲東段,"337-3,337,337-10",105/07/18
六甲區甲東段,"337-4,337,337-10",105/07/18
六甲區甲東段,"337-5,337,337-10",105/07/18
仁德區中軍段,"412-19,412-20",105/07/18
仁德區中軍段,"412-18,412-20",105/07/18
仁德區中軍段,"412-17,412-20",105/07/18
仁德區中軍段,"412-16,412-20",105/07/18
仁德區中軍段,"412-15,412-20",105/07/18
仁德區中軍段,"412-14,412-20",105/07/18
仁德區中軍段,"412-21,412-20",105/07/18
仁德區中軍段,"412-22,412-20",105/07/18
仁德區中軍段,"412-23,412-20",105/07/18
仁德區中軍段,"412-24,412-20",105/07/18
仁德區中軍段,"412-25,412-20",105/07/18
仁德區中軍段,"412-26,412-20",105/07/18
仁德區中軍段,"412-1,412-7",105/07/18
仁德區中軍段,"412-2,412-7",105/07/18
仁德區中軍段,"412-3,412-7",105/07/18
仁德區中軍段,"412-4,412-7",105/07/18
仁德區中軍段,"412-5,412-7",105/07/18
仁德區中軍段,"412-6,412-7",105/07/18
仁德區中軍段,"412-8,412-7",105/07/18
仁德區中軍段,"412-9,412-7",105/07/18
仁德區中軍段,"412-10,412-7",105/07/18
仁德區中軍段,"412-11,412-7",105/07/18
仁德區中軍段,"412-12,412-7",105/07/18
仁德區中軍段,"412-13,412-7",105/07/18
仁德區中軍段,415,105/07/18
仁德區中軍段,415-1,105/07/19
仁德區中軍段,415-2,105/07/19
仁德區中軍段,415-3,105/07/19
仁德區中軍段,415-4,105/07/20
仁德區中軍段,415-5,105/07/20
仁德區中軍段,"412,415-6",105/07/21
仁德區後壁段,338-3,105/07/21
東區竹篙厝段,"4224,4224-1,4224-2,4224-3",105/07/22
楠西區楠中段,457,105/07/22
新化區新太段,292-2,105/07/25
安平區金華段,27851,105/07/25
玉井區玉成段,137227,105/07/25
永康區二王段,928953,105/07/25
安南區怡安段,699,105/07/26
南區鹽埕段,227-13,105/07/26
安南區州南段,1163-12,105/07/26
安平區妙壽段,"0732-0000,0733-0000,0734-0000",105/07/26
南區鹽埕段,"174-14,174-332",105/07/26
南區鹽埕段,"174-14,174-332",105/07/26
南區鹽埕段,"174-17,174-250",105/07/26
南區鹽埕段,"174-17,174-250",105/07/26
永康區國聖段,1165,105/07/26
南區,78,105/07/26
永康區大灣段,4820-20,105/07/26
永康區大灣段,4820-19,105/07/26
永康區大灣段,4820-18,105/07/26
永康區大灣段,4820-17,105/07/26
永康區大灣段,4820-16,105/07/26
永康區大灣段,4820-15,105/07/26
永康區大灣段,4820-14,105/07/26
永康區大灣段,4820-13,105/07/26
永康區大灣段,45280,105/07/26
永康區大灣段,45250,105/07/26
永康區大灣段,45219,105/07/26
永康區大灣段,45189,105/07/26
永康區大灣段,45158,105/07/27
永康區大灣段,45127,105/07/27
永康區大灣段,45097,105/07/27
永康區大灣段,45066,105/07/27
永康區大灣段,45036,105/07/27
永康區大灣段,45005,105/07/27
永康區大灣段,44977,105/07/27
永康區大灣段,4820,105/07/27
楠西區楠中段,808,105/07/27
永康區兵北段,433,105/07/27
新市區信義段,445,105/07/27
下營區仁里段,"634-2,634-1",105/07/28
安南區淵東段,730-3,105/07/28
安南區淵東段,730-2,105/07/28
安南區淵東段,728-6,105/07/28
安南區淵東段,730,105/07/28
安南區淵東段,460-20,105/07/28
安南區淵東段,728,105/07/28
安南區淵東段,"460-21,728-7,728-8,728-9,728-10,728-2,728-3",105/07/28
佳里區佳果段,318-7,105/07/28
佳里區佳果段,"318-6,318-9",105/07/28
佳里區佳果段,"318-5,318-9",105/07/29
佳里區佳果段,"318-4,318-9",105/08/01
佳里區佳果段,"318-3,318-9",105/08/01
佳里區佳果段,"318-2,318-9",105/08/02
佳里區佳果段,"318-1,318-9",105/08/03
佳里區佳果段,"318,318-9",105/08/03
東區竹篙厝段,1217,105/08/03
永康區二王段,298-1,105/08/03
白河區中興段,624-3,105/08/03
永康區車行段,"687,687-25",105/08/03
歸仁區武東段,405-1,105/08/04
歸仁區歸仁北段,404-3,105/08/04
東區自由段,97,105/08/04
北區正覺段,241-0000,105/08/04
北區正覺段,242-0000,105/08/04
新營區忠政段,1425,105/08/03
新營區復興段,747,105/08/04
安南區新淵段,264,105/08/04
鹽水區南門段,304306,105/08/04
鹽水區南門段,"304-1,306-1",105/08/04
鹽水區南門段,304-2,105/08/04
新營區新營段,1294-12,105/08/04
新營區新營段,1294-11,105/08/04
關廟區東勢段,"386-1,386-2",105/08/04
北區小北段,13841385,105/08/04
南區福吉段,301,105/08/04
山上區樹王段,221,105/08/05
山上區樹王段,221-4,105/08/05
山上區樹王段,221-5,105/08/05
山上區樹王段,221-6,105/08/05
山上區樹王段,221-7,105/08/05
山上區樹王段,221-8,105/08/05
山上區樹王段,221-9,105/08/05
東區竹篙厝段,34455,105/08/05
永康區大灣段,15676,105/08/05
西港區南海段,320,105/08/05
西港區南海段,320-1,105/08/05
西港區南海段,320-2,105/08/05
官田區隆本段,935,105/08/05
官田區隆本段,935-1,105/08/05
官田區隆本段,935-2,105/08/05
官田區隆本段,935-3,105/08/05
官田區隆本段,935-4,105/08/05
官田區隆本段,935-5,105/08/05
官田區隆本段,935-6,105/08/05
官田區隆本段,935-7,105/08/05
官田區隆本段,935-8,105/08/08
官田區隆本段,935-9,105/08/08
官田區隆本段,935-10,105/08/08
官田區隆本段,935-11,105/08/08
永康區大灣段,23774,105/08/08
永康區大灣段,2965-533,105/08/08
永康區大灣段,2965-534,105/08/08
永康區大灣段,"2965-535,2965-536",105/08/08
玉井區玉興段,946,105/08/08
學甲區東陽段,1046,105/08/08
新營區北紙段,"288-9,288-8",105/08/08
新營區北紙段,"288-10,288-8",105/08/08
新營區北紙段,"288-11,288-8",105/08/08
新營區北紙段,"288-12,288-8",105/08/08
新營區北紙段,"288-13,288-8",105/08/08
新營區北紙段,"288-14,288-8",105/08/08
新營區北紙段,"288,288-8",105/08/08
新營區北紙段,"288-3,288-8",105/08/08
新營區北紙段,"288-4,288-8",105/08/08
新營區北紙段,"288-5,288-8",105/08/08
新營區北紙段,"288-6,288-8",105/08/08
新營區北紙段,"288-7,288-8",105/08/08
安平區金華段,19906,105/08/08
永康區大灣段,4820-36,105/08/08
永康區大灣段,4820-37,105/08/08
永康區大灣段,4820-38,105/08/08
永康區大灣段,4820-39,105/08/08
永康區大灣段,4820-40,105/08/08
永康區大灣段,4820-21,105/08/08
永康區大灣段,4820-22,105/08/08
永康區大灣段,4820-23,105/08/08
永康區大灣段,4820-24,105/08/08
永康區大灣段,4820-25,105/08/08
永康區大灣段,4820-26,105/08/08
永康區大灣段,4820-27,105/08/08
永康區大灣段,4820-28,105/08/09
永康區大灣段,4820-29,105/08/10
永康區大灣段,4820-30,105/08/10
永康區大灣段,4820-31,105/08/10
永康區大灣段,4820-32,105/08/10
永康區大灣段,4820-33,105/08/10
永康區大灣段,4820-35,105/08/10
永康區大灣段,4820-34,105/08/10
新營區新北段,"73,74",105/08/10
仁德區民安段,979-1,105/08/10
仁德區民安段,979,105/08/10
東區東安段,"0248-0000,0250-0000",105/08/10
東區東安段,0250-0001,105/08/10
